Index,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Pages,Num Pages,Issue,Volume,Notes,Manual Tags
267,conferencePaper,1997,"Faudemay, P.; Seyrat, C.",Intelligent delivery of personalised video programmes from a video database,"Database and Expert Systems Applications, 1997. Proceedings., Eighth International Workshop on",,,10.1109/DEXA.1997.617264,,172–177,,,,A5,collections; complex queries; content-based queries; context-dependent profiles; cooperative queries; Deductive databases; Engines; Expert systems; Filters; image databases; Image segmentation; information retrieval; intelligent personalised video programme delivery; intelligent systems; intelligent video access; Layout; low-level queries; mood-dependent profiles; personalized video retrieval; query processing; scenarios; semantic entities; sequence retrieval; speech; temporal predicates; Transdoc project; user behaviour; video database; Video on demand; video segmentation; Video sequences; views; visual databases
268,conferencePaper,2013,"Yamamoto, Takehiro; Nakamura, Satoshi",Leveraging Viewer Comments for Mood Classification of Music Video Clips,Proceedings of the 36th International ACM SIGIR Conference on Research and Development in Information Retrieval,978-1-4503-2034-4,,10.1145/2484028.2484118,http://doi.acm.org/10.1145/2484028.2484118,797–800,,,,A5,music information retrieval; music mood recognition; user generated media
269,journalArticle,1956,"Winckler, E. C.",Lighting the Network TV Program,Journal of the SMPTE,,0361-4573,10.5594/J11293,,494–495,,9,65,A5,
270,journalArticle,2013,"Shi, Yue; Larson, Martha; Hanjalic, Alan",Mining Contextual Movie Similarity with Matrix Factorization for Context-aware Recommendation,ACM Trans. Intell. Syst. Technol.,,2157-6904,10.1145/2414425.2414441,http://doi.acm.org/10.1145/2414425.2414441,16:1–16:19,,1,4,A5,Collaborative filtering; context-aware recommendation; matrix factorization; mood-specific movie similarity; recommender systems
271,journalArticle,2014,"Biel, J. I.; Gatica-Perez, D.",Mining Crowdsourced First Impressions in Online Social Video,IEEE Transactions on Multimedia,,1520-9210,10.1109/TMM.2014.2346471,,2062–2074,,7,16,A5,Attractiveness; automatic prediction; blogs; crowdsourced first impressions mining; Crowdsourcing; data mining; media; mood; multimedia computing; nonverbal behavior; online social video; personality; social media content; social networking (online); social psychology research; social video sites; topic models; verbal content; video bloggers; video recording; vloggers; vlogs; YouTube
272,conferencePaper,2010,"Shi, Yue; Larson, Martha; Hanjalic, Alan",Mining Mood-specific Movie Similarity with Matrix Factorization for Context-aware Recommendation,Proceedings of the Workshop on Context-Aware Movie Recommendation,978-1-4503-0258-6,,10.1145/1869652.1869658,http://doi.acm.org/10.1145/1869652.1869658,34–40,,,,A5,Collaborative filtering; context-aware recommendation; matrix factorization; mood-specific movie similarity; recommender systems
273,conferencePaper,2011,"Martins, Pedro; Langlois, Thibault; Chambel, Teresa",MovieClouds: Content-based Overviews and Exploratory Browsing of Movies,Proceedings of the 15th International Academic MindTrek Conference: Envisioning Future Media Environments,978-1-4503-0816-8,,10.1145/2181037.2181059,http://doi.acm.org/10.1145/2181037.2181059,133–140,,,,A5,audio; content-based retrieval; emotion; entertainment; exploratory browsing; mood; movie access and exploration; movie affective classification; movie collections; overviews; serendipity; subtitles; summarization; tag clouds; timelines; user experience; video; visualization
274,conferencePaper,2013,"Moshfeghi, Yashar; Jose, Joemon M.","On Cognition, Emotion, and Interaction Aspects of Search Tasks with Different Search Intentions",Proceedings of the 22Nd International Conference on World Wide Web,978-1-4503-2035-1,,10.1145/2488388.2488469,http://doi.acm.org/10.1145/2488388.2488469,931–942,,,,A5,cognition; emotion; entertainment; interaction; prediction; re-finding; search intents
275,journalArticle,1959,"Wright, H.",Part II: Telefilm Density and Exposure Control,Journal of the SMPTE,,0361-4573,10.5594/J16946,,744–756,,11,68,A5,
276,conferencePaper,2013,"Eggink, J.; Raimond, Y.",Recent advances in affective and semantic media applications at the BBC,2013 14th International Workshop on Image Analysis for Multimedia Interactive Services (WIAMIS),,,10.1109/WIAMIS.2013.6616134,,1–4,,,,A5,accuracy; affective media application; automated affective annotation; automated semantic tagging; BBC archive content; cataloguing; Classification; content management; feature extraction; information retrieval systems; manual cataloguing practice; mood; mood classification; mood data; semantic annotation; semantic media application; semantics; sound effect classification; tagging; TV; Vectors
277,conferencePaper,2010,"Creed, C.; Lonsdale, P.; Hendley, R.; Beale, R.",Synergistic Annotation of Multimedia Content,2010 Third International Conference on Advances in Computer-Human Interactions,,,10.1109/ACHI.2010.16,,205–208,,,,A5,Annotation; collaborative work; Computer science; Content based retrieval; Control systems; feedback; information retrieval; intelligent; mood; multimedia; multimedia computing; multimedia content; multimedia systems; performance evaluation; process control; synergistic annotation; User centered design; user centred design; user requirements; user study; video
278,conferencePaper,2013,"Roy, S. D.; Zeng, W.",The Hidden Potential of Movie Genome Communities: Analyzing Fine-Grained Semantic Information in Motion Pictures,2013 IEEE Seventh International Conference on Semantic Computing,,,10.1109/ICSC.2013.61,,314–321,,,,A5,bioinformatics; cinematography; Classification; Communities; community detection; community structure; fine-grained semantic features; genetic algorithm; genetic algorithms; genetic optimization; Genomics; humanities; Motion pictures; motion picture semantics; movie genome; movie genome communities; movie genome project; movie profitability; movies categorization; optimization function; personality-based classification; plot development; poorly rated movies; semantic genomes; semantic meta-data; semantics; sociology; story; user mood; user taste
279,journalArticle,2002,"Adams, B.; Dorai, C.; Venkatesh, S.",Toward automatic extraction of expressive elements from motion pictures: tempo,IEEE Transactions on Multimedia,,1520-9210,10.1109/TMM.2002.802016,,472–481,,4,4,A5,automated content indexing systems; automatic expressive element extraction; cinematic conventions; computational approach; content-based retrieval; content-based search; content management; data mining; dramatic sections; dramatic story sections; edge analysis; edge detection; expressive elements; feature extraction; film grammar; film pace; full-length movies; high-level semantic construct; high-level semantics; humanities; indexing; Length measurement; media search; mood; Motion measurement; Motion pictures; movie tempo; performance analysis; rhythm; semantic gap; shot length; shot length distribution; shot length normalizing mechanism; Signal analysis; subjective time; tempo flow plots; user queries; video annotation; video archive; video signal processing
280,conferencePaper,2000,"Adams, B.; Dorai, C.; Venkatesh, S.",Towards automatic extraction of expressive elements from motion pictures: tempo,2000 IEEE International Conference on Multimedia and Expo. ICME2000. Proceedings. Latest Advances in the Fast Changing World of Multimedia (Cat. No.00TH8532),,,10.1109/ICME.2000.871444,,641–644 vol.2,,,2,A5,cameras; cinematography; computational linguistics; computer aided analysis; data mining; dramatic story sections; edge analysis; expressive elements; feature extraction; film grammar; full-length movies; Gunshot detection systems; high level semantics; history; interpretation systems; Length measurement; mood; Motion measurement; Motion pictures; performance analysis; rhythm; semantic construct; stories; tempo; video annotation; video signal processing
281,conferencePaper,2005,"Williams, C. Mac; Wages, R.; Grunvogel, S. M.; Trogemann, G.",Virtual personalised channels: video conducting of future TV broadcasting,"The 2nd European Workshop on the Integration of Knowledge, Semantics and Digital Media Technology, 2005. EWIMT 2005. (Ref. No. 2005/11099)",,,10.1049/ic.2005.0759,,381–382,,,,A5,future TV broadcasting; interactive digital broadcasting; television broadcasting; TV environment; video databases; video material annotation; virtual personalised channels
282,journalArticle,2014,"Lago, P.; Guarin, C. Jimenez",An Affective Inference Model based on Facial Expression Analysis,IEEE Latin America Transactions,,1548-0992,10.1109/TLA.2014.6827868,,423–429,,3,12,A6,academic activities; Adaptation models; affective computing; affective computing field; affective inference model; Analytical models; anger emotion; boredom; computational modeling; computational model of emotion; confusion; context modeling; disgust emotion; emotion inference rules; emotion recognition; engineering students; face recognition; facial expression; facial expression analysis; facial expression extraction; fear emotion; feature extraction; happiness emotion; implicit feedback; interest; Markov processes; recommendation systems; sadness emotion; Silicon; surprise emotion; video analysis; video signal processing
283,conferencePaper,2014,"Rajenderan, Amog; Sridharan, Srinivas; Bailey, Reynold",An Affective Movie Rating System,Proceedings of the ACM Symposium on Applied Perception,978-1-4503-3009-1,,10.1145/2628257.2628348,http://doi.acm.org/10.1145/2628257.2628348,126–126,,,,A6,
284,conferencePaper,2011,"Butko, N. J.; Theocharous, G.; Philipose, M.; Movellan, J. R.",Automated facial affect analysis for one-on-one tutoring applications,Face and Gesture 2011,,,10.1109/FG.2011.5771430,,382–387,,,,A6,automated facial affect analysis; automated tutoring system; behavioural sciences computing; computer vision technique; context; decision making; education; emotion recognition; face recognition; Histograms; human computer interaction; Humans; intelligent tutoring systems; Labeling; machine learning; mood; one-on-one tutoring application; student mood analysis
285,journalArticle,2015,"Dhall, A.; Goecke, R.; Gedeon, T.",Automatic Group Happiness Intensity Analysis,IEEE Transactions on Affective Computing,,1949-3045,10.1109/TAFFC.2015.2397456,,13–26,,1,6,A6,affective displays; album creation; automatic group happiness intensity analysis; automatic mood analysis system; behavioural sciences computing; cameras; computational modeling; context; Databases; emotional attributes; event summarisation; face; face recognition; facial expression analysis; facial expression recognition; global attributes; group mood; image-based database; local attributes; mood; person perception; shot selection; social gatherings; social media; social networking (online); unconstrained conditions; videos
286,conferencePaper,2015,"Kedar, S. V.; Bormane, D. S.",Automatic personality assessment: A systematic review,2015 International Conference on Information Processing (ICIP),,,10.1109/INFOP.2015.7489402,,326–331,,,,A6,automatic personality assessment; beha 0 vior analysis; counseling; disease diagnosis; employee recruitment; handwriting analysis; human behaviors; individual characteristics; Market research; media; mood prediction; personality; personality assessmen; personality traits; psychology; scientific community; security systems; smart phones; social network analysis; Social network services; speech; Support Vector Machines; systematic review
287,conferencePaper,2006,"Valstar, M. F.; Pantic, M.",Biologically vs. Logic Inspired Encoding of Facial Actions and Emotions in Video,2006 IEEE International Conference on Multimedia and Expo,,,10.1109/ICME.2006.262464,,325–328,,,,A6,ANN; artificial intelligence; artificial neural network; artificial neural networks; automatic facial expression analysis; Biological information theory; biologically inspired classification technique; culture-dependent interpretation; emotion detection; emotion recognition; Encoding; face detection; face recognition; human machine interaction; Humans; Logic; logic inspired encoding; man-machine systems; mood; muscle action recognition; neural nets; Prototypes; video coding
